created_at,full_text,text_casefolded,text_clean,text_tokens,text_normalized,text_stopword,text_stemmed,tranlate
2025-02-18 07:37:40+00:00,Bbri .4 jam https://t.co/uIcNcVNaH7,bbri .4 jam https://t.co/uicncvnah7,bbri jam,"['bbri', 'jam']","['bbri', 'jam']","['bbri', 'jam']",bbri jam,bbri clock
2025-02-18 07:55:00+00:00,"Direktur Utama PT Bank Rakyat Indonesia Tbk (BBRI), Sunarso, menegaskan fundamental perusahaan tetap solid dan tidak terpengaruh oleh spekulasi yang disebarkan oleh influencer media sosial.  Baca selengkapnya: https://t.co/V334yx7D7U https://t.co/vRv2Lajugm","direktur utama pt bank rakyat indonesia tbk (bbri), sunarso, menegaskan fundamental perusahaan tetap solid dan tidak terpengaruh oleh spekulasi yang disebarkan oleh influencer media sosial.  baca selengkapnya: https://t.co/v334yx7d7u https://t.co/vrv2lajugm",direktur utama pt bank rakyat indonesia tbk bbri sunarso menegaskan fundamental perusahaan tetap solid dan tidak terpengaruh oleh spekulasi yang disebarkan oleh influencer media sosial baca selengkapnya,"['direktur', 'utama', 'pt', 'bank', 'rakyat', 'indonesia', 'tbk', 'bbri', 'sunarso', 'menegaskan', 'fundamental', 'perusahaan', 'tetap', 'solid', 'dan', 'tidak', 'terpengaruh', 'oleh', 'spekulasi', 'yang', 'disebarkan', 'oleh', 'influencer', 'media', 'sosial', 'baca', 'selengkapnya']","['direktur', 'utama', 'pt', 'bank', 'rakyat', 'indonesia', 'tbk', 'bbri', 'sunarso', 'menegaskan', 'fundamental', 'perusahaan', 'tetap', 'solid', 'dan', 'tidak', 'terpengaruh', 'oleh', 'spekulasi', 'yang', 'disebarkan', 'oleh', 'influencer', 'media', 'sosial', 'baca', 'selengkapnya']","['direktur', 'utama', 'pt', 'bank', 'rakyat', 'indonesia', 'tbk', 'bbri', 'sunarso', 'menegaskan', 'fundamental', 'perusahaan', 'tetap', 'solid', 'terpengaruh', 'spekulasi', 'disebarkan', 'influencer', 'media', 'sosial', 'baca', 'selengkapnya']",direktur utama pt bank rakyat indonesia tbk bbri sunarso tegas fundamental usaha tetap solid pengaruh spekulasi sebar influencer media sosial baca lengkap,president director of pt bank rakyat indonesia tbk bbri sunarso emphasized that the business fundamentals remain solid despite the influence of speculation on the spread of social media influencers. read in full
2025-02-18 07:57:23+00:00,"Turut serta beli BBRI, tetapi harga 3800an. 🙏 @indopremier Konten #CeritaRUPS jadi beli untuk datang RUPS Tahunan. Kebetulan pas sedang turun, cuma kebetulan  (Disclaimer On) https://t.co/ra5chXbfgg","turut serta beli bbri, tetapi harga 3800an. 🙏 @indopremier konten #ceritarups jadi beli untuk datang rups tahunan. kebetulan pas sedang turun, cuma kebetulan  (disclaimer on) https://t.co/ra5chxbfgg",turut serta beli bbri tetapi harga an konten jadi beli untuk datang rups tahunan kebetulan pas sedang turun cuma kebetulan disclaimer on,"['turut', 'serta', 'beli', 'bbri', 'tetapi', 'harga', 'an', 'konten', 'jadi', 'beli', 'untuk', 'datang', 'rups', 'tahunan', 'kebetulan', 'pas', 'sedang', 'turun', 'cuma', 'kebetulan', 'disclaimer', 'on']","['turut', 'serta', 'beli', 'bbri', 'tetapi', 'harga', 'an', 'konten', 'jadi', 'beli', 'untuk', 'datang', 'rups', 'tahunan', 'kebetulan', 'pas', 'sedang', 'turun', 'cuma', 'kebetulan', 'disclaimer', 'on']","['turut', 'beli', 'bbri', 'harga', 'an', 'konten', 'jadi', 'beli', 'datang', 'rups', 'tahunan', 'kebetulan', 'pas', 'sedang', 'turun', 'cuma', 'kebetulan', 'disclaimer', 'on']",turut beli bbri harga an konten jadi beli datang rups tahun betul pas sedang turun cuma betul disclaimer on,also buy bbri price and content so buy come rups year right when it is going down only right disclaimer on
2025-02-18 08:13:12+00:00,"Dirut BRI (BBRI) Sunarso Sebut Bahaya Pemanasan Global, Pamer Realisasi Kredit Berkelanjutan https://t.co/JF5rjXhXCw https://t.co/rEJpS6uxNZ","dirut bri (bbri) sunarso sebut bahaya pemanasan global, pamer realisasi kredit berkelanjutan https://t.co/jf5rjxhxcw https://t.co/rejps6uxnz",dirut bri bbri sunarso sebut bahaya pemanasan global pamer realisasi kredit berkelanjutan,"['dirut', 'bri', 'bbri', 'sunarso', 'sebut', 'bahaya', 'pemanasan', 'global', 'pamer', 'realisasi', 'kredit', 'berkelanjutan']","['dirut', 'bri', 'bbri', 'sunarso', 'sebut', 'bahaya', 'pemanasan', 'global', 'pamer', 'realisasi', 'kredit', 'berkelanjutan']","['dirut', 'bri', 'bbri', 'sunarso', 'sebut', 'bahaya', 'pemanasan', 'global', 'pamer', 'realisasi', 'kredit', 'berkelanjutan']",dirut bri bbri sunarso sebut bahaya panas global pamer realisasi kredit lanjut,"bri bri ceo sunarso mentions the danger of global warming, shows off continued credit realization"
2025-02-18 09:53:06+00:00,"Saham BBRI berpotensi pulih, karena fundamentalnya kuat. #BRIuntukNegeri #BBRISolid #qrisbri https://t.co/acfjnZiHYM","saham bbri berpotensi pulih, karena fundamentalnya kuat. #briuntuknegeri #bbrisolid #qrisbri https://t.co/acfjnzihym",saham bbri berpotensi pulih karena fundamentalnya kuat,"['saham', 'bbri', 'berpotensi', 'pulih', 'karena', 'fundamentalnya', 'kuat']","['saham', 'bbri', 'berpotensi', 'pulih', 'karena', 'fundamentalnya', 'kuat']","['saham', 'bbri', 'berpotensi', 'pulih', 'fundamentalnya', 'kuat']",saham bbri potensi pulih fundamental kuat,bbri shares have the potential to recover with strong fundamentals
2025-02-18 10:15:39+00:00,BBRI : Apakah sudah selesai tren turunnya? | Elliott Wave Analysis,bbri : apakah sudah selesai tren turunnya? | elliott wave analysis,bbri apakah sudah selesai tren turunnya elliott wave analysis,"['bbri', 'apakah', 'sudah', 'selesai', 'tren', 'turunnya', 'elliott', 'wave', 'analysis']","['bbri', 'apakah', 'sudah', 'selesai', 'tren', 'turunnya', 'elliott', 'wave', 'analysis']","['bbri', 'selesai', 'tren', 'turunnya', 'elliott', 'wave', 'analysis']",bbri selesai tren turun elliott wave analysis,bbri finished downtrend elliott wave analysis
2025-02-18 10:53:10+00:00,$BBRI Sesuai Target kita semua yaaa 🤝 https://t.co/e7Hwv6XKif,$bbri sesuai target kita semua yaaa 🤝 https://t.co/e7hwv6xkif,bbri sesuai target kita semua yaaa,"['bbri', 'sesuai', 'target', 'kita', 'semua', 'yaaa']","['bbri', 'sesuai', 'target', 'kita', 'semua', 'ya']","['bbri', 'sesuai', 'target', 'semua']",bbri sesuai target semua,bbri meets all targets
2025-02-18 11:03:12+00:00,"Direktur Utama PT Bank Rakyat Indonesia Tbk (BBRI) Sunarso, menyebut para YouTuber memberikan banyak analisa yang tidak akurat karena tidak sesuai dengan fundamental BBRI, sehingga hanya menimbulkan narasi yang tidak tepat.  Simak selengkapnya: https://t.co/58Sal2mwVC https://t.co/SUOchjnVrX","direktur utama pt bank rakyat indonesia tbk (bbri) sunarso, menyebut para youtuber memberikan banyak analisa yang tidak akurat karena tidak sesuai dengan fundamental bbri, sehingga hanya menimbulkan narasi yang tidak tepat.  simak selengkapnya: https://t.co/58sal2mwvc https://t.co/suochjnvrx",direktur utama pt bank rakyat indonesia tbk bbri sunarso menyebut para youtuber memberikan banyak analisa yang tidak akurat karena tidak sesuai dengan fundamental bbri sehingga hanya menimbulkan narasi yang tidak tepat simak selengkapnya,"['direktur', 'utama', 'pt', 'bank', 'rakyat', 'indonesia', 'tbk', 'bbri', 'sunarso', 'menyebut', 'para', 'youtuber', 'memberikan', 'banyak', 'analisa', 'yang', 'tidak', 'akurat', 'karena', 'tidak', 'sesuai', 'dengan', 'fundamental', 'bbri', 'sehingga', 'hanya', 'menimbulkan', 'narasi', 'yang', 'tidak', 'tepat', 'simak', 'selengkapnya']","['direktur', 'utama', 'pt', 'bank', 'rakyat', 'indonesia', 'tbk', 'bbri', 'sunarso', 'menyebut', 'para', 'youtuber', 'memberikan', 'banyak', 'analisa', 'yang', 'tidak', 'akurat', 'karena', 'tidak', 'sesuai', 'dengan', 'fundamental', 'bbri', 'sehingga', 'hanya', 'menimbulkan', 'narasi', 'yang', 'tidak', 'tepat', 'simak', 'selengkapnya']","['direktur', 'utama', 'pt', 'bank', 'rakyat', 'indonesia', 'tbk', 'bbri', 'sunarso', 'menyebut', 'youtuber', 'memberikan', 'banyak', 'analisa', 'akurat', 'sesuai', 'fundamental', 'bbri', 'menimbulkan', 'narasi', 'tepat', 'simak', 'selengkapnya']",direktur utama pt bank rakyat indonesia tbk bbri sunarso sebut youtuber beri banyak analisa akurat sesuai fundamental bbri timbul narasi tepat simak lengkap,"president director of pt bank rakyat indonesia tbk bbr sunarso said that youtubers provide a lot of accurate analysis according to bbr's fundamentals, a precise narrative arises, see the full story"
2025-02-18 13:10:39+00:00,Jangan mudah terpengaruh! Fundamental BBRI tetap solid di tengah berbagai isu. #BRIuntukNegeri #BBRISolid #qrisbri https://t.co/hyPywDNz4Q,jangan mudah terpengaruh! fundamental bbri tetap solid di tengah berbagai isu. #briuntuknegeri #bbrisolid #qrisbri https://t.co/hypywdnz4q,jangan mudah terpengaruh fundamental bbri tetap solid di tengah berbagai isu,"['jangan', 'mudah', 'terpengaruh', 'fundamental', 'bbri', 'tetap', 'solid', 'di', 'tengah', 'berbagai', 'isu']","['jangan', 'mudah', 'terpengaruh', 'fundamental', 'bbri', 'tetap', 'solid', 'di', 'tengah', 'berbagai', 'isu']","['jangan', 'mudah', 'terpengaruh', 'fundamental', 'bbri', 'tetap', 'solid', 'tengah', 'berbagai', 'isu']",jangan mudah pengaruh fundamental bbri tetap solid tengah bagai isu,"don't be easily influenced by bbr's fundamentals, they remain solid amidst issues"
2025-02-18 22:43:41+00:00,"BBRI, BMRI, BBNI, dan BBTN Kompak Ubah Jadwal RUPST https://t.co/1FWEoa430r via @InvestorID","bbri, bmri, bbni, dan bbtn kompak ubah jadwal rupst https://t.co/1fweoa430r via @investorid",bbri bmri bbni dan bbtn kompak ubah jadwal rupst via,"['bbri', 'bmri', 'bbni', 'dan', 'bbtn', 'kompak', 'ubah', 'jadwal', 'rupst', 'via']","['bbri', 'bmri', 'bbni', 'dan', 'bbtn', 'kompak', 'ubah', 'jadwal', 'rupst', 'via']","['bbri', 'bmri', 'bbni', 'bbtn', 'kompak', 'ubah', 'jadwal', 'rupst', 'via']",bbri bmri bbni bbtn kompak ubah jadwal rupst via,bbri bmri bbni bbtn compactly changes the rupst schedule via
2025-02-19 01:03:20+00:00,Investor Asing Borong Saham Saat IHSG Melesat BBRI Jadi Incaran https://t.co/qdxy0SLc3t,investor asing borong saham saat ihsg melesat bbri jadi incaran https://t.co/qdxy0slc3t,investor asing borong saham saat ihsg melesat bbri jadi incaran,"['investor', 'asing', 'borong', 'saham', 'saat', 'ihsg', 'melesat', 'bbri', 'jadi', 'incaran']","['investor', 'asing', 'borong', 'saham', 'saat', 'ihsg', 'melesat', 'bbri', 'jadi', 'incaran']","['investor', 'asing', 'borong', 'saham', 'ihsg', 'melesat', 'bbri', 'jadi', 'incaran']",investor asing borong saham ihsg lesat bbri jadi incar,"foreign investors buy up ihsg shares quickly, bri becomes target"
2025-02-19 01:11:40+00:00,IHSG TECHNICAL VIEW (19/02) IHSG kemarin kembali ditutup menguat 0.62% disertai dengan net buy asing ~384 79 Miliar. Saham yang paling banyak dibeli asing adalah BBRI TLKM ASII BMRI dan BBNI.,ihsg technical view (19/02) ihsg kemarin kembali ditutup menguat 0.62% disertai dengan net buy asing ~384 79 miliar. saham yang paling banyak dibeli asing adalah bbri tlkm asii bmri dan bbni.,ihsg technical view ihsg kemarin kembali ditutup menguat disertai dengan net buy asing miliar saham yang paling banyak dibeli asing adalah bbri tlkm asii bmri dan bbni,"['ihsg', 'technical', 'view', 'ihsg', 'kemarin', 'kembali', 'ditutup', 'menguat', 'disertai', 'dengan', 'net', 'buy', 'asing', 'miliar', 'saham', 'yang', 'paling', 'banyak', 'dibeli', 'asing', 'adalah', 'bbri', 'tlkm', 'asii', 'bmri', 'dan', 'bbni']","['ihsg', 'technical', 'view', 'ihsg', 'kemarin', 'kembali', 'ditutup', 'menguat', 'disertai', 'dengan', 'net', 'buy', 'asing', 'miliar', 'saham', 'yang', 'paling', 'banyak', 'dibeli', 'asing', 'adalah', 'bbri', 'tlkm', 'asii', 'bmri', 'dan', 'bbni']","['ihsg', 'technical', 'view', 'ihsg', 'kemarin', 'ditutup', 'menguat', 'disertai', 'net', 'buy', 'asing', 'miliar', 'saham', 'paling', 'banyak', 'dibeli', 'asing', 'bbri', 'tlkm', 'asii', 'bmri', 'bbni']",ihsg technical view ihsg kemarin tutup kuat serta net buy asing miliar saham paling banyak beli asing bbri tlkm asi bmri bbni,ihsg technical view ihsg yesterday closed strong and foreign net buy billion shares most foreign buy bbri tlkm asi bmri bbni
2025-02-19 01:12:30+00:00,Stock Picks 19 Februari 2025 BBRI Spec Buy dengan support 4060 cut loss jika break di bawah 3970. Jika tidak break di bawah 4060 potensi naik ke 4240-4330 short term. Disclaimer: https://t.co/qmGqJPe8Uw #cgsi #cgsid #stockpicks #sobatgenvest #akuinvestorsaham,stock picks 19 februari 2025 bbri spec buy dengan support 4060 cut loss jika break di bawah 3970. jika tidak break di bawah 4060 potensi naik ke 4240-4330 short term. disclaimer: https://t.co/qmgqjpe8uw #cgsi #cgsid #stockpicks #sobatgenvest #akuinvestorsaham,stock picks februari bbri spec buy dengan support cut loss jika break di bawah jika tidak break di bawah potensi naik ke short term disclaimer,"['stock', 'picks', 'februari', 'bbri', 'spec', 'buy', 'dengan', 'support', 'cut', 'loss', 'jika', 'break', 'di', 'bawah', 'jika', 'tidak', 'break', 'di', 'bawah', 'potensi', 'naik', 'ke', 'short', 'term', 'disclaimer']","['stock', 'picks', 'februari', 'bbri', 'spec', 'buy', 'dengan', 'support', 'cut', 'loss', 'jika', 'break', 'di', 'bawah', 'jika', 'tidak', 'break', 'di', 'bawah', 'potensi', 'naik', 'ke', 'short', 'term', 'disclaimer']","['stock', 'picks', 'februari', 'bbri', 'spec', 'buy', 'support', 'cut', 'loss', 'break', 'bawah', 'break', 'bawah', 'potensi', 'naik', 'short', 'term', 'disclaimer']",stock picks februari bbri spec buy support cut loss break bawah break bawah potensi naik short term disclaimer,stock picks february bbri spec buy support cut loss break below break below potential increase short term disclaimer
2025-02-19 01:49:23+00:00,CUTE dssa mendekati POSITIf dari -6% k -2%: Total CUTE portofolio warteg saham BY JO ot B naek dari +8% k +9%: Rasio Total CUTE plus at Total CUTE minus juga naek dari 11 X lipat k 53 X lipat: 18 Februari 2025: ADES AMRT ASII BBCA BBRI BNII BREN BYAN DSSA (McopeetSdssa) https://t.co/RKptJjLsLC,cute dssa mendekati positif dari -6% k -2%: total cute portofolio warteg saham by jo ot b naek dari +8% k +9%: rasio total cute plus at total cute minus juga naek dari 11 x lipat k 53 x lipat: 18 februari 2025: ades amrt asii bbca bbri bnii bren byan dssa (mcopeetsdssa) https://t.co/rkptjjlslc,cute dssa mendekati positif dari k total cute portofolio warteg saham by jo ot b naek dari k rasio total cute plus at total cute minus juga naek dari x lipat k x lipat februari ades amrt asii bbca bbri bnii bren byan dssa mcopeetsdssa,"['cute', 'dssa', 'mendekati', 'positif', 'dari', 'k', 'total', 'cute', 'portofolio', 'warteg', 'saham', 'by', 'jo', 'ot', 'b', 'naek', 'dari', 'k', 'rasio', 'total', 'cute', 'plus', 'at', 'total', 'cute', 'minus', 'juga', 'naek', 'dari', 'x', 'lipat', 'k', 'x', 'lipat', 'februari', 'ades', 'amrt', 'asii', 'bbca', 'bbri', 'bnii', 'bren', 'byan', 'dssa', 'mcopeetsdssa']","['cute', 'dssa', 'mendekati', 'positif', 'dari', 'ke', 'total', 'cute', 'portofolio', 'warteg', 'saham', 'by', 'jo', 'ot', 'b', 'naik', 'dari', 'ke', 'rasio', 'total', 'cute', 'plus', 'at', 'total', 'cute', 'minus', 'juga', 'naik', 'dari', 'kali', 'lipat', 'ke', 'kali', 'lipat', 'februari', 'ades', 'amrt', 'asii', 'bbca', 'bbri', 'bnii', 'bren', 'byan', 'dssa', 'mcopeetsdssa']","['cute', 'dssa', 'mendekati', 'positif', 'total', 'cute', 'portofolio', 'warteg', 'saham', 'by', 'jo', 'ot', 'b', 'naik', 'rasio', 'total', 'cute', 'plus', 'at', 'total', 'cute', 'minus', 'naik', 'kali', 'lipat', 'kali', 'lipat', 'februari', 'ades', 'amrt', 'asii', 'bbca', 'bbri', 'bnii', 'bren', 'byan', 'dssa', 'mcopeetsdssa']",cute dssa dekat positif total cute portofolio warteg saham by jo ot b naik rasio total cute plus at total cute minus naik kali lipat kali lipat februari ades amrt asi bbca bbri bnii bren byan dssa mcopeetsdssa,cute dssa near positive total cute portfolio warteg shares by jo ot b increase ratio total cute plus at total cute minus increase times times times february ades amrt asi bbca bbri bnii bren byan dssa mcopeetsdssa
2025-02-19 02:03:58+00:00,Yang minat bbri supportnya di 3800 lagi ditekan,yang minat bbri supportnya di 3800 lagi ditekan,yang minat bbri supportnya di lagi ditekan,"['yang', 'minat', 'bbri', 'supportnya', 'di', 'lagi', 'ditekan']","['yang', 'minat', 'bbri', 'supportnya', 'di', 'lagi', 'ditekan']","['minat', 'bbri', 'supportnya', 'ditekan']",minat bbri supportnya tekan,interested in bbri support press
2025-02-19 02:06:32+00:00,@ketnippzz @urmy_Haechan @tipaa Saham BBRI fundamental bagus laba tertinggi dari seluruh emiten di indonesia. Kok harga sahamnya nyungsep terus ya? Ternyata selama ini saya cuan ratusan juta di saham krn nganggep semua saham itu gorengan beda bandar ajah,@ketnippzz @urmy_haechan @tipaa saham bbri fundamental bagus laba tertinggi dari seluruh emiten di indonesia. kok harga sahamnya nyungsep terus ya? ternyata selama ini saya cuan ratusan juta di saham krn nganggep semua saham itu gorengan beda bandar ajah,saham bbri fundamental bagus laba tertinggi dari seluruh emiten di indonesia kok harga sahamnya nyungsep terus ya ternyata selama ini saya cuan ratusan juta di saham krn nganggep semua saham itu gorengan beda bandar ajah,"['saham', 'bbri', 'fundamental', 'bagus', 'laba', 'tertinggi', 'dari', 'seluruh', 'emiten', 'di', 'indonesia', 'kok', 'harga', 'sahamnya', 'nyungsep', 'terus', 'ya', 'ternyata', 'selama', 'ini', 'saya', 'cuan', 'ratusan', 'juta', 'di', 'saham', 'krn', 'nganggep', 'semua', 'saham', 'itu', 'gorengan', 'beda', 'bandar', 'ajah']","['saham', 'bbri', 'fundamental', 'bagus', 'laba', 'tertinggi', 'dari', 'seluruh', 'emiten', 'di', 'indonesia', 'kok', 'harga', 'sahamnya', 'nyungsep', 'terus', 'ya', 'ternyata', 'selama', 'ini', 'saya', 'cuan', 'ratusan', 'juta', 'di', 'saham', 'karena', 'nganggep', 'semua', 'saham', 'itu', 'gorengan', 'beda', 'bandar', 'saja']","['saham', 'bbri', 'fundamental', 'bagus', 'laba', 'tertinggi', 'seluruh', 'emiten', 'indonesia', 'kok', 'harga', 'sahamnya', 'nyungsep', 'terus', 'ternyata', 'selama', 'cuan', 'ratusan', 'juta', 'saham', 'nganggep', 'semua', 'saham', 'gorengan', 'beda', 'bandar']",saham bbri fundamental bagus laba tinggi seluruh emiten indonesia kok harga saham nyungsep terus nyata lama cuan ratus juta saham nganggep semua saham goreng beda bandar,"bbri shares have good fundamentals, high profits, all indonesian issuers, why do share prices keep falling, it's real, it's been a long time, making hundreds of millions in shares, thinking all shares are fried, different dealers"
2025-02-19 02:14:28+00:00,Pagi ini gue langsung jual BBRI dan beli BBCA syibal kau bbri,pagi ini gue langsung jual bbri dan beli bbca syibal kau bbri,pagi ini gue langsung jual bbri dan beli bbca syibal kau bbri,"['pagi', 'ini', 'gue', 'langsung', 'jual', 'bbri', 'dan', 'beli', 'bbca', 'syibal', 'kau', 'bbri']","['pagi', 'ini', 'gue', 'langsung', 'jual', 'bbri', 'dan', 'beli', 'bbca', 'syibal', 'kau', 'bbri']","['pagi', 'gue', 'langsung', 'jual', 'bbri', 'beli', 'bbca', 'syibal', 'kau', 'bbri']",pagi gue langsung jual bbri beli bbca syibal kau bbri,"in the morning i immediately sold my bbr to buy a bbca, you can buy a bbr"
2025-02-19 02:28:05+00:00,Laba BMRI BBRI dan BBNI pada 2024 Menggiurkan Siap-siap Dividen Jumbo Nih! https://t.co/t6jTvEpWBL,laba bmri bbri dan bbni pada 2024 menggiurkan siap-siap dividen jumbo nih! https://t.co/t6jtvepwbl,laba bmri bbri dan bbni pada menggiurkan siapsiap dividen jumbo nih,"['laba', 'bmri', 'bbri', 'dan', 'bbni', 'pada', 'menggiurkan', 'siapsiap', 'dividen', 'jumbo', 'nih']","['laba', 'bmri', 'bbri', 'dan', 'bbni', 'pada', 'menggiurkan', 'siapsiap', 'dividen', 'jumbo', 'nih']","['laba', 'bmri', 'bbri', 'bbni', 'menggiurkan', 'siapsiap', 'dividen', 'jumbo', 'nih']",laba bmri bbri bbni giur siapsiap dividen jumbo nih,"bmri bbri bbni profit is tempting, get ready for a jumbo dividend"
2025-02-19 02:28:42+00:00,Aksi corporation Buyback saham 3 bank himbara 1. Bbri bakal buyback saham dengan nilai Rp 3 T 2. Bmri bakal buyback saham dengan nilai Rp 1 17 T 3. Bbni bakal buyback saham yang awalnya Rp 905 M menjadi Rp 1 5 T Kalian pilih yang mana buat dikoleksi atau tidak ada ? Wkwkwk,aksi corporation buyback saham 3 bank himbara 1. bbri bakal buyback saham dengan nilai rp 3 t 2. bmri bakal buyback saham dengan nilai rp 1 17 t 3. bbni bakal buyback saham yang awalnya rp 905 m menjadi rp 1 5 t kalian pilih yang mana buat dikoleksi atau tidak ada ? wkwkwk,aksi corporation buyback saham bank himbara bbri bakal buyback saham dengan nilai rp t bmri bakal buyback saham dengan nilai rp t bbni bakal buyback saham yang awalnya rp m menjadi rp t kalian pilih yang mana buat dikoleksi atau tidak ada wkwkwk,"['aksi', 'corporation', 'buyback', 'saham', 'bank', 'himbara', 'bbri', 'bakal', 'buyback', 'saham', 'dengan', 'nilai', 'rp', 't', 'bmri', 'bakal', 'buyback', 'saham', 'dengan', 'nilai', 'rp', 't', 'bbni', 'bakal', 'buyback', 'saham', 'yang', 'awalnya', 'rp', 'm', 'menjadi', 'rp', 't', 'kalian', 'pilih', 'yang', 'mana', 'buat', 'dikoleksi', 'atau', 'tidak', 'ada', 'wkwkwk']","['aksi', 'corporation', 'buyback', 'saham', 'bank', 'himbara', 'bbri', 'bakal', 'buyback', 'saham', 'dengan', 'nilai', 'rp', 't', 'bmri', 'bakal', 'buyback', 'saham', 'dengan', 'nilai', 'rp', 't', 'bbni', 'bakal', 'buyback', 'saham', 'yang', 'awalnya', 'rp', 'sama', 'menjadi', 'rp', 't', 'kalian', 'pilih', 'yang', 'mana', 'buat', 'dikoleksi', 'atau', 'tidak', 'ada', 'wkwkwk']","['aksi', 'corporation', 'buyback', 'saham', 'bank', 'himbara', 'bbri', 'bakal', 'buyback', 'saham', 'nilai', 'rp', 't', 'bmri', 'bakal', 'buyback', 'saham', 'nilai', 'rp', 't', 'bbni', 'bakal', 'buyback', 'saham', 'awalnya', 'rp', 'sama', 'menjadi', 'rp', 't', 'kalian', 'pilih', 'mana', 'buat', 'dikoleksi', 'wkwkwk']",aksi corporation buyback saham bank himbara bbri bakal buyback saham nilai rp t bmri bakal buyback saham nilai rp t bbni bakal buyback saham awal rp sama jadi rp t kalian pilih mana buat koleksi wkwkwk,corporate action buyback bank himbara shares bbri will buyback shares worth rp t bmri will buyback shares worth rp t bbni will buyback shares initially rp and now rp t which one do you choose for your collection wkwkwk
2025-02-19 02:46:48+00:00,BBRI Makin Turun Peluang atau Ancaman? https://t.co/1rPTieGk51 via @InvestorID,bbri makin turun peluang atau ancaman? https://t.co/1rptiegk51 via @investorid,bbri makin turun peluang atau ancaman via,"['bbri', 'makin', 'turun', 'peluang', 'atau', 'ancaman', 'via']","['bbri', 'makin', 'turun', 'peluang', 'atau', 'ancaman', 'via']","['bbri', 'makin', 'turun', 'peluang', 'ancaman', 'via']",bbri makin turun peluang ancam via,bbri increasingly decreases the threat opportunity via
2025-02-19 02:48:32+00:00,@MohtarKariem @Fandy2804 @JhonSitorus_18 Bank plat merah semuanya perusahaan publik Tbk kodenya BMRI BBRI BBNI dan BBTN dan sudah pasti diaudit oleh Kantor Akuntan Publik (KAP) yg independen kredibel dan diawasi OJK. Hasil auditnya pun di publikasi scr luas bisa diakses di website OJK dan IDX.,@mohtarkariem @fandy2804 @jhonsitorus_18 bank plat merah semuanya perusahaan publik tbk kodenya bmri bbri bbni dan bbtn dan sudah pasti diaudit oleh kantor akuntan publik (kap) yg independen kredibel dan diawasi ojk. hasil auditnya pun di publikasi scr luas bisa diakses di website ojk dan idx.,bank plat merah semuanya perusahaan publik tbk kodenya bmri bbri bbni dan bbtn dan sudah pasti diaudit oleh kantor akuntan publik kap yg independen kredibel dan diawasi ojk hasil auditnya pun di publikasi scr luas bisa diakses di website ojk dan idx,"['bank', 'plat', 'merah', 'semuanya', 'perusahaan', 'publik', 'tbk', 'kodenya', 'bmri', 'bbri', 'bbni', 'dan', 'bbtn', 'dan', 'sudah', 'pasti', 'diaudit', 'oleh', 'kantor', 'akuntan', 'publik', 'kap', 'yg', 'independen', 'kredibel', 'dan', 'diawasi', 'ojk', 'hasil', 'auditnya', 'pun', 'di', 'publikasi', 'scr', 'luas', 'bisa', 'diakses', 'di', 'website', 'ojk', 'dan', 'idx']","['bank', 'plat', 'merah', 'semuanya', 'perusahaan', 'publik', 'tbk', 'kodenya', 'bmri', 'bbri', 'bbni', 'dan', 'bbtn', 'dan', 'sudah', 'pasti', 'diaudit', 'oleh', 'kantor', 'akuntan', 'publik', 'kap', 'yang', 'independen', 'kredibel', 'dan', 'diawasi', 'ojk', 'hasil', 'auditnya', 'pun', 'di', 'publikasi', 'secara', 'luas', 'bisa', 'diakses', 'di', 'website', 'ojk', 'dan', 'idx']","['bank', 'plat', 'merah', 'semuanya', 'perusahaan', 'publik', 'tbk', 'kodenya', 'bmri', 'bbri', 'bbni', 'bbtn', 'diaudit', 'kantor', 'akuntan', 'publik', 'kap', 'independen', 'kredibel', 'diawasi', 'ojk', 'hasil', 'auditnya', 'publikasi', 'luas', 'diakses', 'website', 'ojk', 'idx']",bank plat merah semua usaha publik tbk kode bmri bbri bbni bbtn audit kantor akuntan publik kap independen kredibel awas ojk hasil audit publikasi luas akses website ojk idx,state-owned banks all public enterprises tbk code bmri bbri bbni bbtn audit public accounting office kap independent credible ojk watch out for audit results publication wide access ojk website idx
2025-02-19 02:48:59+00:00,jual antm buat beli bbri adalah keputusan paling bodoh yg pernah aku lakukan,jual antm buat beli bbri adalah keputusan paling bodoh yg pernah aku lakukan,jual antm buat beli bbri adalah keputusan paling bodoh yg pernah aku lakukan,"['jual', 'antm', 'buat', 'beli', 'bbri', 'adalah', 'keputusan', 'paling', 'bodoh', 'yg', 'pernah', 'aku', 'lakukan']","['jual', 'antm', 'buat', 'beli', 'bbri', 'adalah', 'keputusan', 'paling', 'bodoh', 'yang', 'pernah', 'aku', 'lakukan']","['jual', 'antm', 'buat', 'beli', 'bbri', 'keputusan', 'paling', 'bodoh', 'pernah', 'aku', 'lakukan']",jual antm buat beli bbri putus paling bodoh pernah aku laku,"selling antm to buy bbri, the stupidest thing i've ever done"
